Marca temporal,Sexo,Fecha de nacimiento,Universidad,Area de estudio,¿Cón quien vive?,¿Cuál es el genero de musica que escuchas?,¿Cuál fue el motivo por el que empezó a escuchar ese genero? ,Escucha música cuando va en un medio de transporte?,Donde prefiere escuchar música?,¿Cuánto tiempo en horas dedicas para escuchar tu musica?,"Cuando escuchas una canción, consideras que  ver su videoclip influye en tu opinion sobre ella?",¿Para tí es mas importante el contenido de la canción o el ritmo?,¿Cuando escucha música?,¿La música que escuchas influye en tu forma de hablar?,Su relación con amigos depende de la clase música que ellos escuchan?,Eliges un lugar para reunirte con amigos por la clase de música que colocan en este?,,,
,Mujer,10/6/1999,Escuela militar de Ingenieria,Mujer,25/8/2018,Escuela militar de Ingenieria,Economía/Administrativas,Padre,"Pop, Reggaton",Curiosidad,A veces,YouTube,3,No,Ritmo,En cualquier momento,No,A veces,No
,Hombre,20/10/1999,Universidad Mayor de San Simón,Mujer,18/1/2000,Universidad Mayor de San Simón,Medicina,Madre,"Pop, Baladas, Clasica",Curiosidad,A veces,YouTube,3,No,Ambos,En cualquier momento,No,No,No
,Mujer,12/6/2000,Escuela militar de Ingenieria,Mujer,7/11/2018,Escuela militar de Ingenieria,Tecnológia,Padres,Clasica,Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,En cualquier momento,No,No,No
,Mujer,22/12/2018,Escuela militar de Ingenieria,Hombre,11/9/1996,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,Si,Ambos,En cualquier momento,Si,A veces,No
,Mujer,25/8/2018,Escuela militar de Ingenieria,Mujer,30/1/2018,Escuela militar de Ingenieria,otro,Solo,"Reggaton, otro",Amistades,Nunca,Deezer,1,No,Ambos,En cualquier momento,Si,No,No
,Hombre,4/6/1999,Escuela militar de Ingenieria,Hombre,20/4/2000,Escuela militar de Ingenieria,Tecnológia,Madre,otro,Curiosidad,Simpre,YouTube,4,No,Ritmo,En cualquier momento,Si,No,No
,Hombre,4/6/1999,Escuela militar de Ingenieria,Mujer,31/10/2018,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,Cumbia,Curiosidad,A veces,Radio,1,No,Ritmo,cuando esta alegre,No,No,No
,Mujer,10/10/1999,Escuela militar de Ingenieria,Hombre,26/6/2000,Escuela militar de Ingenieria,Tecnológia,Padres,otro,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Contenido,En cualquier momento,Si,No,Aveces
,Mujer,17/6/2001,Escuela militar de Ingenieria,Mujer,23/4/2000,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,Electronica,Amistades,A veces,YouTube,2,Si,Ambos,En cualquier momento,No,No,No
,Mujer,7/8/2000,otro,Hombre,14/4/2000,Escuela militar de Ingenieria,Tecnológia,Padres,Pop,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,No,No,No
,Hombre,4/7/2001,Escuela militar de Ingenieria,Mujer,1/7/2000,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,Trap,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ritmo,cuando esta solo,No,No,No
,Hombre,11/2/2018,Escuela militar de Ingenieria,Mujer,4/7/2000,Escuela militar de Ingenieria,Tecnológia,Madre,Pop,Medios de Comunicacion,Nunca,YouTube,1,No,Ritmo,cuando no tiene nada mas que hacer,No,No,No
,Mujer,3/9/2018,Escuela militar de Ingenieria,Mujer,1/5/1997,Escuela militar de Ingenieria,,Padres,Cumbia,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ambos,En cualquier momento,No,No,No
,Hombre,14/4/2001,Escuela militar de Ingenieria,Hombre,12/7/2000,Escuela militar de Ingenieria,,Solo,"Rock/Punk/Metal, Indie, Reggae",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,En cualquier momento,Si,No,No
,Mujer,4/11/1998,Escuela militar de Ingenieria,Hombre,30/6/2000,Escuela militar de Ingenieria,Ciencias de la producción,Padres,"Reggaton, Baladas, Electronica, Bachata",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,En cualquier momento,Si,No,No
,Mujer,25/8/2018,Escuela militar de Ingenieria,Hombre,16/8/1995,UPAL,Quimicas,Padre,"Rock/Punk/Metal, Indie, Kpop",Medios de Comunicacion,A veces,Spotify,3,No,Ritmo,cuando esta alegre,No,No,No
,Hombre,8/6/2000,Escuela militar de Ingenieria,Hombre,16/8/1995,UPAL,Quimicas,Padre,"Rock/Punk/Metal, Indie, Kpop",Medios de Comunicacion,A veces,Spotify,3,No,Ritmo,cuando esta alegre,No,No,No
,Mujer,25/8/2018,Escuela militar de Ingenieria,Hombre,10/4/1997,Escuela militar de Ingenieria,Tecnológia,Padres,"Rock/Punk/Metal, Baladas, Clasica",Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,En cualquier momento,Si,No,No
,Hombre,6/5/2000,Escuela militar de Ingenieria,Hombre,17/4/2000,Universidad Mayor de San Simón,Tecnológia,Padres,Cumbia,Amistades,A veces,Spotify,2,No,Ambos,En cualquier momento,No,No,Aveces
,Hombre,14/10/1999,Escuela militar de Ingenieria,Hombre,30/4/2000,otro,otro,Padres,"Pop, Rock/Punk/Metal, Reggaton, Reggae, Electronica, Clasica, Bachata, Folklorica",Curiosidad,Simpre,Spotify,5,Si,Ambos,En cualquier momento,No,No,No
,Mujer,11/11/1999,Escuela militar de Ingenieria,Mujer,13/8/2000,otro,Economía/Administrativas,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Electronica, Clasica, Bachata",Amistades,A veces,Spotify,1,No,Ambos,En cualquier momento,No,A veces,Aveces
,Hombre,26/10/2001,Escuela militar de Ingenieria,Mujer,9/9/2018,Escuela militar de Ingenieria,Tecnológia,Solo,Kpop,Medios de Comunicacion,Simpre,YouTube,5,Si,Ambos,cuando esta solo,Si,A veces,Si
,Mujer,25/7/2018,Escuela militar de Ingenieria,Prefiero no decirlo,19/2/2018,Escuela militar de Ingenieria,Tecnológia,Padres,Kpop,Amistades,Simpre,Spotify,5,Si,Ambos,En cualquier momento,Si,A veces,Si
,Hombre,20/11/1999,Universidad Mayor de San Simón,Mujer,22/2/1998,Univalle,Humanidades,Padres,"Pop, Electronica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,No,Aveces
,Hombre,15/6/2000,Escuela militar de Ingenieria,Mujer,4/10/2000,Escuela militar de Ingenieria,Tecnológia,Padres,Pop,Familiares,A veces,Spotify,2,No,Ambos,En cualquier momento,No,No,No
,Hombre,25/7/1996,Universidad Mayor de San Simón,Hombre,24/5/1995,Escuela militar de Ingenieria,Tecnológia,Padres,otro,Medios de Comunicacion,A veces,SoundCloud,3,No,Ambos,En cualquier momento,Si,No,No
,Hombre,31/1/1997,Universidad Mayor de San Simón,Mujer,14/10/2018,Escuela militar de Ingenieria,Tecnológia,Padres,Pop,Medios de Comunicacion,A veces,YouTube,1,Si,Contenido,En cualquier momento,No,A veces,No
,Prefiero no decirlo,25/8/2018,Simón I. Patiño,Hombre,4/3/2018,Escuela militar de Ingenieria,Tecnológia,Padres,Folklorica,Familiares,A veces,YouTube,2,No,Ambos,cuando no tiene nada mas que hacer,No,No,No
,Mujer,19/12/1995,Católica,Hombre,16/8/1998,Escuela militar de Ingenieria,Tecnológia,Padres,"Electronica, Trap",Medios de Comunicacion,A veces,Spotify,1,No,Contenido,cuando no tiene nada mas que hacer,No,No,No
,Mujer,25/8/2018,Escuela militar de Ingenieria,Hombre,29/1/2000,Escuela militar de Ingenieria,Tecnológia,Padres,Rock/Punk/Metal,Familiares,A veces,Spotify,2,No,Ritmo,cuando esta triste/deprimido,No,No,No
,Mujer,18/1/2000,Universidad Mayor de San Simón,Mujer,13/2/1992,Universidad Mayor de San Simón,otro,Madre,"Pop, Reggae, Clasica, Folklorica, Católica/Cristania, otro",Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,No,No
,Mujer,7/11/2018,Escuela militar de Ingenieria,Mujer,15/2/1999,otro,otro,Padres,"Rock/Punk/Metal, Reggaton, Cumbia, Reggae, Electronica, Clasica, Folklorica",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,No,A veces,No
,Hombre,11/9/1996,Universidad Mayor de San Simón,Hombre,22/11/1989,Escuela militar de Ingenieria,Ciencias de la producción,Padres,"Reggaton, Cumbia, Bachata",Amistades,Simpre,YouTube,3,Si,Contenido,cuando esta alegre,No,A veces,Aveces
,Mujer,30/1/2018,Escuela militar de Ingenieria,Mujer,28/3/1999,otro,Economía/Administrativas,Otro,"Pop, Baladas, otro",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,Si,Ambos,En cualquier momento,Si,No,Aveces
,Hombre,20/4/2000,Escuela militar de Ingenieria,Mujer,24/8/1999,Escuela militar de Ingenieria,Economía/Administrativas,Padres,"Reggaton, Cumbia, Baladas, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,No,No
,Mujer,31/10/2018,Escuela militar de Ingenieria,Hombre,29/5/1992,Univalle,Humanidades,Padres,Rock/Punk/Metal,Amistades,A veces,YouTube,2,Si,Contenido,En cualquier momento,Si,No,Si
,Hombre,26/6/2000,Escuela militar de Ingenieria,Mujer,19/2/1998,Univalle,otro,Padres,"Reggaton, Cumbia, Baladas, Bachata",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Contenido,En cualquier momento,No,Sí,Si
,Mujer,23/4/2000,Escuela militar de Ingenieria,Mujer,31/7/1997,otro,Humanidades,Padres,Rock/Punk/Metal,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,Si,No,No
,Hombre,14/4/2000,Escuela militar de Ingenieria,Mujer,26/6/1996,otro,otro,Padres,"Pop, Reggaton, Cumbia, Indie, Reggae, Electronica, Trap, Bachata",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,No,A veces,No
,Mujer,1/7/2000,Escuela militar de Ingenieria,Hombre,7/9/1998,Universidad Mayor de San Simón,Economía/Administrativas,Madre,"Reggaton, Cumbia, Electronica",Medios de Comunicacion,Simpre,YouTube,1,No,Contenido,En cualquier momento,No,No,Si
,Mujer,4/7/2000,Escuela militar de Ingenieria,Mujer,12/9/1999,Universidad Mayor de San Simón,Economía/Administrativas,Madre,Reggaton,Familiares,A veces,YouTube,3,No,Ambos,En cualquier momento,No,No,Si
,Mujer,1/5/1997,Escuela militar de Ingenieria,Hombre,29/3/2000,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Clasica, Trap, Bachata, Folklorica",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,cuando esta alegre,No,No,No
,Hombre,12/7/2000,Escuela militar de Ingenieria,Mujer,26/11/1997,Escuela militar de Ingenieria,Economía/Administrativas,Solo,Folklorica,Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,En cualquier momento,No,No,Si
,Hombre,30/6/2000,Escuela militar de Ingenieria,Hombre,29/8/2018,Escuela militar de Ingenieria,Economía/Administrativas,Padres,Reggaton,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,No,No
,Hombre,16/8/1995,UPAL,Mujer,29/8/2018,Escuela militar de Ingenieria,Tecnológia,Padres,Rock/Punk/Metal,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,En cualquier momento,No,No,No
,Hombre,16/8/1995,UPAL,Mujer,12/2/1997,otro,otro,Otro,Cumbia,Familiares,A veces,YouTube,4,Si,Ambos,En cualquier momento,No,No,No
,Hombre,10/4/1997,Escuela militar de Ingenieria,Hombre,5/6/2018,Escuela militar de Ingenieria,otro,Padres,"Reggaton, Cumbia, Baladas, Reggae, Trap, Bachata",Medios de Comunicacion,A veces,YouTube,1,No,Ambos,cuando no tiene nada mas que hacer,No,No,Aveces
,Hombre,17/4/2000,Universidad Mayor de San Simón,Mujer,19/7/2018,Escuela militar de Ingenieria,Economía/Administrativas,Solo,otro,Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,No,No,No
,Hombre,30/4/2000,otro,Mujer,7/5/1995,Escuela militar de Ingenieria,Economía/Administrativas,Otro,"Baladas, Clasica, Kpop, Bachata",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Ambos,En cualquier momento,No,A veces,Aveces
,Mujer,13/8/2000,otro,Hombre,14/9/2018,Escuela militar de Ingenieria,Economía/Administrativas,Padres,Clasica,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Contenido,En cualquier momento,No,No,Aveces
,Mujer,9/9/2018,Escuela militar de Ingenieria,Hombre,31/12/1994,Escuela militar de Ingenieria,Economía/Administrativas,Solo,"Pop, Reggaton, Cumbia, Electronica, Bachata",Curiosidad,A veces,YouTube,2,Si,Ambos,En cualquier momento,No,A veces,No
,Prefiero no decirlo,19/2/2018,Escuela militar de Ingenieria,Mujer,2/10/1997,Universidad Mayor de San Simón,Medicina,Padres,"Pop, Cumbia, Indie, Electronica, Folklorica",Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,No,No,No
,Mujer,22/2/1998,Univalle,Hombre,26/4/2000,Universidad Mayor de San Simón,Tecnológia,Padres,"Rock/Punk/Metal, Cumbia, Baladas, Clasica, Bachata, Folklorica",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,No,No
,Mujer,4/10/2000,Escuela militar de Ingenieria,Mujer,1/8/2000,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Reggae, Electronica, Kpop, Bachata, Folklorica",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ambos,cuando esta triste/deprimido,Si,A veces,Si
,Hombre,24/5/1995,Escuela militar de Ingenieria,Hombre,25/12/2000,Universidad Mayor de San Simón,Tecnológia,Padres,Electronica,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,Si,A veces,No
,Mujer,14/10/2018,Escuela militar de Ingenieria,Hombre,16/9/1999,Universidad Mayor de San Simón,Tecnológia,Solo,Folklorica,Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,En cualquier momento,No,No,No
,Hombre,4/3/2018,Escuela militar de Ingenieria,Hombre,27/4/2000,Universidad Mayor de San Simón,Tecnológia,Padres,Electronica,Curiosidad,A veces,Spotify,1,No,Ritmo,En cualquier momento,No,No,No
,Hombre,16/8/1998,Escuela militar de Ingenieria,Hombre,27/9/1999,Universidad Mayor de San Simón,Tecnológia,Solo,"Pop, Electronica, Clasica, Kpop",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ambos,En cualquier momento,No,A veces,No
,Hombre,29/1/2000,Escuela militar de Ingenieria,Mujer,22/3/2000,Universidad Mayor de San Simón,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Electronica, Bachata",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,Si,No,No
,Mujer,13/2/1992,Universidad Mayor de San Simón,Hombre,2/2/2020,Universidad Mayor de San Simón,Tecnológia,Solo,Pop,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,No,No,No
,Mujer,15/2/1999,otro,Hombre,31/3/1998,Escuela militar de Ingenieria,Tecnológia,Madre,"Pop, Rock/Punk/Metal, Electronica, Clasica",Curiosidad,A veces,Spotify,1,No,Ambos,cuando esta triste/deprimido,No,No,No
,Hombre,22/11/1989,Escuela militar de Ingenieria,Hombre,2/2/2000,Univalle,Tecnológia,Otro,"Pop, Rock/Punk/Metal, Electronica, Trap, otro",Curiosidad,Simpre,Spotify,4,Si,Ambos,cuando esta triste/deprimido,Si,No,No
,Mujer,28/3/1999,otro,Mujer,18/5/2000,Universidad Mayor de San Simón,Economía/Administrativas,Padres,Baladas,Familiares,A veces,YouTube,1,Si,Ambos,En cualquier momento,No,No,Si
,Mujer,24/8/1999,Escuela militar de Ingenieria,Hombre,12/2/1988,Universidad Mayor de San Simón,otro,Padres,"Pop, Electronica, Clasica, otro",Familiares,Nunca,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ritmo,cuando esta solo,No,No,No
,Hombre,29/5/1992,Univalle,Mujer,1/12/2000,otro,,Madre,"Rock/Punk/Metal, Electronica, otro",Medios de Comunicacion,Simpre,YouTube,3,No,Ambos,En cualquier momento,Si,A veces,No
,Mujer,19/2/1998,Univalle,Mujer,29/10/1996,Simón I. Patiño,Tecnológia,Padres,"Reggaton, Cumbia, Baladas, Reggae, Trap, Bachata",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Contenido,En cualquier momento,Si,No,Aveces
,Mujer,31/7/1997,otro,Hombre,26/2/2018,Católica,Economía/Administrativas,Padres,"Reggaton, Cumbia, Trap",Curiosidad,A veces,Spotify,1,No,Ambos,En cualquier momento,Si,No,No
,Mujer,26/6/1996,otro,Mujer,25/3/2000,Univalle,Tecnológia,Padres,"Pop, Cumbia, Indie, Electronica, Clasica",Amistades,Simpre,Spotify,5,No,Ambos,En cualquier momento,No,A veces,No
,Hombre,7/9/1998,Universidad Mayor de San Simón,Hombre,29/9/1996,Escuela militar de Ingenieria,Tecnológia,Padres,"Rock/Punk/Metal, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Ambos,En cualquier momento,No,A veces,Si
,Mujer,12/9/1999,Universidad Mayor de San Simón,Hombre,10/7/1996,Universidad Mayor de San Simón,Biologías,Madre,"Reggaton, Clasica, Folklorica",Amistades,A veces,Spotify,2,Si,Contenido,cuando esta triste/deprimido,No,No,Aveces
,Hombre,29/3/2000,Escuela militar de Ingenieria,Hombre,10/7/1996,Universidad Mayor de San Simón,Biologías,Madre,"Reggaton, Clasica, Folklorica",Amistades,A veces,Spotify,2,Si,Contenido,cuando esta triste/deprimido,No,No,Aveces
,Mujer,26/11/1997,Escuela militar de Ingenieria,Mujer,4/6/1999,Unifranz,Quimicas,Solo,"Rock/Punk/Metal, Indie, otro",Familiares,Simpre,Radio,5,No,Ritmo,cuando esta solo,,No,Aveces
,Hombre,29/8/2018,Escuela militar de Ingenieria,Hombre,18/9/1990,Escuela militar de Ingenieria,Tecnológia,Otro,Rock/Punk/Metal,Amistades,Nunca,Spotify,1,No,Contenido,cuando esta solo,No,Sí,No
,Mujer,29/8/2018,Escuela militar de Ingenieria,Mujer,13/3/2000,Escuela militar de Ingenieria,Ciencias de la producción,Otro,"Pop, Reggaton, Cumbia, Folklorica",Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,Si,Ambos,En cualquier momento,No,A veces,Aveces
,Mujer,12/2/1997,otro,Hombre,25/9/2018,Escuela militar de Ingenieria,Tecnológia,Solo,"Rock/Punk/Metal, Indie, Folklorica",Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),3,No,Contenido,En cualquier momento,No,A veces,Si
,Hombre,5/6/2018,Escuela militar de Ingenieria,Hombre,16/5/2000,Escuela militar de Ingenieria,Tecnológia,Otro,"Pop, Rock/Punk/Metal, Reggaton, Electronica, Trap",Medios de Comunicacion,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,Si,Ambos,En cualquier momento,No,No,No
,Mujer,19/7/2018,Escuela militar de Ingenieria,Mujer,26/11/1999,Escuela militar de Ingenieria,Quimicas,Padres,Reggaton,Medios de Comunicacion,Simpre,Deezer,5,No,Ambos,En cualquier momento,Si,A veces,No
,Mujer,7/5/1995,Escuela militar de Ingenieria,Mujer,9/8/1999,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Kpop, Folklorica",Amistades,A veces,YouTube,5,Si,Ambos,En cualquier momento,No,No,No
,Hombre,14/9/2018,Escuela militar de Ingenieria,Hombre,5/12/2000,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,Clasica,Familiares,A veces,YouTube,3,Si,Ritmo,En cualquier momento,No,No,No
,Hombre,31/12/1994,Escuela militar de Ingenieria,Mujer,25/8/2018,Escuela militar de Ingenieria,Tecnológia,Padres,Electronica,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,Si,Contenido,En cualquier momento,Si,Sí,No
,Mujer,2/10/1997,Universidad Mayor de San Simón,Hombre,25/8/2018,Unifranz,Tecnológia,Padres,"Rock/Punk/Metal, Electronica, Clasica",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,Si,No,No
,Hombre,26/4/2000,Universidad Mayor de San Simón,Hombre,25/8/2018,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,Rock/Punk/Metal,Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,Si,A veces,No
,Mujer,1/8/2000,Universidad Mayor de San Simón,Hombre,3/7/2000,Escuela militar de Ingenieria,Tecnológia,Padres,Rock/Punk/Metal,Curiosidad,Nunca,Reproductor de celurar (Descargadas en el dispositivo),1,No,Contenido,cuando no tiene nada mas que hacer,No,No,No
,Hombre,25/12/2000,Universidad Mayor de San Simón,Mujer,10/6/1999,Escuela militar de Ingenieria,Tecnológia,Madre,Bachata,Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,cuando no tiene nada mas que hacer,Si,No,No
,Hombre,16/9/1999,Universidad Mayor de San Simón,Hombre,20/10/1999,Universidad Mayor de San Simón,otro,Padres,Cumbia,Medios de Comunicacion,Simpre,Spotify,3,Si,Ambos,En cualquier momento,Si,No,No
,Hombre,27/4/2000,Universidad Mayor de San Simón,Mujer,12/6/2000,Escuela militar de Ingenieria,Ciencias de la producción,Madre,Pop,Medios de Comunicacion,A veces,Spotify,2,No,Ambos,En cualquier momento,No,No,No
,Hombre,27/9/1999,Universidad Mayor de San Simón,Mujer,22/12/2018,Escuela militar de Ingenieria,Tecnológia,Madre,Cumbia,Medios de Comunicacion,A veces,Reproductor de celurar (Descargadas en el dispositivo),2,Si,Ambos,En cualquier momento,No,No,No
,Mujer,22/3/2000,Universidad Mayor de San Simón,Mujer,25/8/2018,Escuela militar de Ingenieria,Tecnológia,Padres,"Baladas, Electronica, Clasica, Kpop",Curiosidad,A veces,YouTube,4,Si,Ritmo,En cualquier momento,No,No,Aveces
,Hombre,2/2/2020,Universidad Mayor de San Simón,Hombre,4/6/1999,Escuela militar de Ingenieria,Ciencias de la tierra,Solo,"Cumbia, Bachata, Folklorica",Curiosidad,A veces,Spotify,3,Si,Ambos,cuando no tiene nada mas que hacer,No,No,Si
,Hombre,31/3/1998,Escuela militar de Ingenieria,Hombre,4/6/1999,Escuela militar de Ingenieria,Ciencias de la tierra,Solo,"Cumbia, Bachata, Folklorica",Curiosidad,A veces,Spotify,3,Si,Ambos,cuando no tiene nada mas que hacer,No,No,Si
,Hombre,2/2/2000,Univalle,Mujer,10/10/1999,Escuela militar de Ingenieria,Tecnológia,Madre,"Pop, Bachata",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ritmo,cuando no tiene nada mas que hacer,No,No,No
,Mujer,18/5/2000,Universidad Mayor de San Simón,Mujer,17/6/2001,Escuela militar de Ingenieria,otro,Madre,"Pop, Clasica, otro",Curiosidad,A veces,YouTube,2,Si,Ambos,En cualquier momento,No,No,No
,Hombre,12/2/1988,Universidad Mayor de San Simón,Mujer,7/8/2000,otro,Tecnológia,Madre,"Reggaton, Baladas, Electronica, Trap, Bachata",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,Si,A veces,No
,Mujer,1/12/2000,otro,Hombre,4/7/2001,Escuela militar de Ingenieria,Tecnológia,Madre,Rock/Punk/Metal,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,No,A veces,Aveces
,Mujer,29/10/1996,Simón I. Patiño,Hombre,11/2/2018,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Electronica, Clasica, Trap, Bachata, Folklorica",Amistades,Simpre,Spotify,3,No,Ambos,En cualquier momento,No,No,No
,Hombre,26/2/2018,Católica,Mujer,3/9/2018,Escuela militar de Ingenieria,Ciencias de la tierra,Padres,Clasica,Familiares,A veces,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ritmo,En cualquier momento,No,A veces,Aveces
,Mujer,25/3/2000,Univalle,Hombre,14/4/2001,Escuela militar de Ingenieria,Tecnológia,Padres,"Rock/Punk/Metal, Indie, Electronica, Trap",Amistades,Nunca,Deezer,1,Si,Ambos,cuando no tiene nada mas que hacer,No,No,Aveces
,Hombre,29/9/1996,Escuela militar de Ingenieria,Mujer,4/11/1998,Escuela militar de Ingenieria,Tecnológia,Otro,Kpop,Curiosidad,A veces,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ambos,En cualquier momento,No,No,No
,Hombre,10/7/1996,Universidad Mayor de San Simón,Mujer,25/8/2018,Escuela militar de Ingenieria,Tecnológia,Padres,"Pop, Rock/Punk/Metal, Reggaton, Cumbia, Baladas, Electronica, Trap, Bachata, Folklorica",Curiosidad,Simpre,Reproductor de celurar (Descargadas en el dispositivo),5,No,Ambos,En cualquier momento,No,No,No
,Hombre,10/7/1996,Universidad Mayor de San Simón,Hombre,8/6/2000,Escuela militar de Ingenieria,otro,Padres,"Cumbia, Baladas, Electronica, Bachata, Folklorica",Familiares,Simpre,Reproductor de celurar (Descargadas en el dispositivo),2,No,Ambos,En cualquier momento,No,No,No
,Mujer,4/6/1999,Unifranz,Mujer,25/8/2018,Escuela militar de Ingenieria,Tecnológia,Padres,otro,Curiosidad,Nunca,Reproductor de celurar (Descargadas en el dispositivo),1,No,Ambos,En cualquier momento,No,No,No
,Hombre,18/9/1990,Escuela militar de Ingenieria,Hombre,6/5/2000,Escuela militar de Ingenieria,Ciencias de la tierra,Madre,"Rock/Punk/Metal, Electronica, otro",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ambos,En cualquier momento,Si,A veces,Aveces
,Mujer,13/3/2000,Escuela militar de Ingenieria,Hombre,14/10/1999,Escuela militar de Ingenieria,Tecnológia,Padres,"Rock/Punk/Metal, Indie, Clasica, otro",Amistades,Simpre,Reproductor de celurar (Descargadas en el dispositivo),4,No,Ritmo,En cualquier momento,Si,A veces,No
,Hombre,25/9/2018,Escuela militar de Ingenieria,Mujer,11/11/1999,Escuela militar de Ingenieria,Economía/Administrativas,Padres,"Pop, Reggaton, Cumbia, Baladas, Trap, Kpop",Amistades,A veces,Reproductor de celurar (Descargadas en el dispositivo),4,Si,Ambos,En cualquier momento,No,No,No
